"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=M&datecode=202111&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Wed Mar 23 2022 10:36:44 GMT-0400 (Eastern Daylight Saving Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"McClain Energy Facility",55457,"OK","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"McClellan (AR)",203,"AR","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"McClellan (CA)",535,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"McCleskey Cotton",62878,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McClure",151,"CA","Electric Utility","GT","DFO, NG","Multiple"
"McClure Dam",7116,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"McCook",2271,"NE","Electric Utility","GT","DFO","Petroleum Liquids"
"McCormick & Co. Inc. at Belcamp",57646,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McCoy Solar Energy Project Hybrid",58462,"CA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"McCullough Road Solar Farm",62638,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McDonald Solar Farm, LLC",60238,"IN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McDonough Solar 1, LLC CSG",64201,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McDougle-Mitchell Solar Project Hybrid CSG",63470,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"McFadden Ridge",57039,"WY","Electric Utility","WT","WND","Onshore Wind Turbine"
"McGinness Hills",57446,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"McGinness Hills 3",61912,"NV","Commercial Non-CHP","BT","GEO","Geothermal"
"McGoogan Farm, LLC",60779,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McGrath",6555,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"McGrath Peaker",56471,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"McGraw Hill Solar",57662,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McGregor",1163,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"McGrigor Farm Solar",60440,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McGuire",6038,"NC","Electric Utility","ST","NUC","Nuclear"
"McHenry Battery Storage",60656,"IL","IPP Non-CHP","BA","MWH","Batteries"
"McIntosh",6124,"GA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"McIntosh (AL)",7063,"AL","Electric Utility","CE, GT","NG","Multiple"
"McIntosh Combined Cycle Facility",56150,"GA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"McKay Bay Facility",50875,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"McKee City Solar Phase 2",57863,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McKenzie Farm",58853,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McKinley Paper Co. - Washington Mill",58352,"WA","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"McKinley Wind Park",57853,"MI","Electric Utility","WT","WND","Onshore Wind Turbine"
"McKittrick Cogen",52076,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"McKittrick Limited",50612,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"McLeansboro",948,"IL","Electric Utility","IC","DFO","Petroleum Liquids"
"McLeod Community Solar One LLC CSG",63119,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"McManus",715,"GA","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"McMeekin",3287,"SC","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"McMinnville",55928,"TN","Electric Utility","IC","DFO, OBL","Multiple"
"McNary",3084,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"McNary Dam Fish Attraction Project",7511,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"McPhee",7372,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"McPherson 2",1305,"KS","Electric Utility","GT","DFO, NG","Multiple"
"McPherson 3",7515,"KS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"McSwain",410,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"McWilliams",533,"AL","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mcindoes",6483,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mead Coated Board",54802,"AL","Industrial CHP","GT, ST","BLQ, NG","Multiple"
"Mead Rumford Cogen",10491,"ME","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Meade",1306,"KS","Electric Utility","IC","DFO, NG","Multiple"
"Meadow Creek Project Company",58106,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Lake Solar Energy Center",59618,"NM","Electric Utility","PV","SUN","Solar Photovoltaic"
"Meadow Lake Wind Farm II LLC",57112,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Lake Wind Farm III LLC",57115,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Lake Wind Farm IV",57177,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Lake Wind Farm LLC",57109,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Lake Wind Farm V LLC",57628,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Lake Wind Farm VI LLC",61756,"IN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Ridge",58459,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meadow Solar",60756,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meadowbrook Solar Farm",59936,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meadowlark Solar",64117,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meadows PV 1",59513,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mechanic Falls",54123,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mechanicsville Solar",64158,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mechanicville Hydroelectric Station",62322,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Medford DPC Solar",60894,"WI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Medford Operation",56193,"OR","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Medford WWTP",59277,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Medical Area Total Energy Plant",10883,"MA","Commercial CHP","GT, IC, ST","DFO, NG","Multiple"
"Medicine Bow",692,"WY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Medin 2 Community Solar LLC CSG",64504,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Medline Ind. Phase 2 Tracy",63361,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Medtronic - New Haven",65198,"CT","IPP Non-CHP","FC","NG","Other Natural Gas"
"Medtronic - New Haven 2",65197,"CT","IPP Non-CHP","FC","NG","Other Natural Gas"
"Medusa NY 1",63854,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Medway Hydro",55288,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Meeker Community Solar One LLC CSG",63118,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meeks Solar, LLC",63267,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mehoopany Wind Energy LLC",57769,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Meldahl Hydroelectric Project",56872,"KY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Melinda Solar",59502,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Melrose",1994,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Melrose 2",58929,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Melton Hill",3408,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Memphis",2145,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Mendon",64575,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mendota",63954,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mendota Hills, LLC",56160,"IL","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Menominee Mill Marinette",50409,"MI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Menomonie",4009,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Meramec",2104,"MO","Electric Utility","GT, ST","DFO, NG, SUB","Multiple"
"Merced 1 PV",61420,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Merced Falls",258,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Merced Solar LLC",59265,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mercer County Community College",58882,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Mercer Mall",58070,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Merck",59905,"VA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Merck - Upper Gwynedd Solar Array",61198,"PA","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Merck Rahway Power Plant",10224,"NJ","Industrial CHP","PV, ST","NG, SUN","Multiple"
"Mercy Medical Center",58163,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Mereand CSG",63058,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meridian",7719,"MS","Electric Utility","IC","DFO","Petroleum Liquids"
"Meridian II",62164,"MS","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meridian III",62163,"MS","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meridian Vineyards",57982,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meriwether Farm",60579,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Meriwether Jackson",64280,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Merl Parr",1097,"IA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Merom",6213,"IN","Electric Utility","ST","BIT","Conventional Steam Coal"
"Merricourt Wind Energy Center",57048,"ND","Electric Utility","WT","WND","Onshore Wind Turbine"
"Merrill",4068,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Merrimac Solar",58561,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Merrimack",2364,"NH","Electric Utility","GT, ST","BIT, JF","Multiple"
"Merrimack Solar Farm, LLC",64454,"NH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Merwin",3847,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mesa CSG 1 Murdock",62719,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesa CSG 2 Massicotte",62718,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesa Carport PV",64404,"AZ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesa PV1",59199,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesa Wind Power Corp",50535,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mesalands Comm College Wind Turbine",57106,"NM","Commercial Non-CHP","WT","WND","Onshore Wind Turbine"
"Mesquite Creek LFGTE Project",57167,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Mesquite Creek Wind",59332,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mesquite Generating Station Block 1",58557,"AZ","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mesquite Generating Station Block 2",55481,"AZ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mesquite Lake Energy Park Plant 2",50363,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Mesquite Lake Water & Power Plant 1",57154,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Mesquite Solar 1",57707,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesquite Solar 2, LLC",60307,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesquite Solar 3, LLC",60308,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mesquite Star",62587,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mesquite Wind Power LLC",56395,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Messalonskee 2 (Oakland)",1497,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Messalonskee 3",1498,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Messalonskee 5",1500,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mesteno",62258,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Metcalf Energy Center",55393,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Methuen Landfill",59136,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Metro Gas Recovery",50576,"WI","IPP Non-CHP","GT, IC","LFG","Landfill Gas"
"Metro Methane Recovery Facility",54700,"IA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Metro Support Services Center Solar",57313,"CA","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Metro Wastewater Reclamation District",10180,"CO","IPP CHP","GT, IC","OBG","Other Waste Biomass"
"Metropolitan Sewerage District",10181,"NC","Commercial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mexico",6650,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Meyers Falls",3868,"WA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Meyersdale Battery",62444,"PA","IPP Non-CHP","BA","MWH","Batteries"
"Meyersdale Windpower, LLC",56052,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Miami Dade County Resource Recovery Fac",10062,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Miami Dade Solar Energy Center",61766,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"Miami Fort",2832,"OH","IPP Non-CHP","GT, ST","BIT, DFO","Multiple"
"Miami Wind Energy Center",58765,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Michael Solar",60971,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Michelangelo Wind 1 LLC",59231,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Michelangelo Wind 3 LLC",59053,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Michelangelo Wind 4 LLC",59232,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Michell Butte Power Project",50360,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Michigamme Falls",1780,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Michigan City",997,"IN","Electric Utility","ST","SUB","Conventional Steam Coal"
"Michigan Power LP",54915,"MI","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Michigan Wind 1",56416,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Michigan Wind 2",56659,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mickleton Station",8008,"NJ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Micro Santa Clara",62459,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Mid-Georgia Cogeneration Facility",55040,"GA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mid-River PA, LLC (ABE4)",64101,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mid-Set Cogeneration",10501,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Middle Daisy",61681,"NM","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Middle Falls Hydro",10219,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Middle Fork",425,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Middle Fork Irrigation District",50917,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Middle Gorge",401,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Middlebury College",57804,"VT","Commercial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Middlebury Solar",60047,"IN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Middlesex 2",3740,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Middlesex Apple Orchard Solar",58090,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Middlesex County Utilities Authority",56119,"NJ","IPP CHP","CA, CT","LFG","Landfill Gas"
"Middleton Airport Solar",62731,"WI","Electric Utility","PV","SUN","Solar Photovoltaic"
"Middleton Solar Park",63214,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Middletown",562,"CT","IPP Non-CHP","GT, ST","KER, NG, RFO","Multiple"
"Middletown Coke Company, LLC",57822,"OH","IPP CHP","ST","OG","Other Gases"
"Middletown Energy Center",59326,"OH","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Middletown NY 1",63857,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Middletown Solar 1, LLC Hybrid CSG",63415,"NY","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Midland Cogeneration Venture",10745,"MI","IPP CHP","CA, CT, IC","DFO, NG","Multiple"
"Midlands",63839,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Midlothian Energy Facility",55091,"TX","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Midulla Generating Station",7380,"FL","Electric Utility","CA, CT, GT","NG","Multiple"
"Midway Peaking LLC",56639,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Midway Solar - TX",61368,"TX","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Midway Solar Farm 1",60336,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Midway Solar Farm II",60237,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Midway Solar Farm III",60315,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Midway Sunset Cogen",52169,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Midway Wind, LLC",61776,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Midwest Energy Community Solar Array",59632,"KS","Electric Utility","PV","SUN","Solar Photovoltaic"
"Miki Basin",7264,"HI","Electric Utility","IC","DFO","Petroleum Liquids"
"Milam Gas Recovery",50566,"IL","IPP Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Milan",58818,"PA","IPP Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Mile 28 Water Power Project",54812,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mile Farm",58336,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Miles City GT",2177,"MT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Milford",1164,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Milford 2",59958,"UT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milford Flat Solar Plant",58601,"UT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milford Hydro Station",1475,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milford Power LP",54805,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Milford Power Project",55126,"CT","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Milford Solar 1",62812,"UT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milford Solar Farm",58228,"DE","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milford Solar Farm (NJ) LLC",62637,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milford Wind Corridor I LLC",57079,"UT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Milford Wind Corridor Stage II LLC",57107,"UT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"MilfordSolar OR",64008,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milhurst Solar",62904,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mill C",6486,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mill Creek (KY)",1364,"KY","Electric Utility","ST","RC","Conventional Steam Coal"
"Mill Creek (SC)",7981,"SC","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Mill Creek 3",7147,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mill Creek Solar",57728,"NJ","Electric Utility","PV","SUN","Solar Photovoltaic"
"Mill Creek Solar (OR)",61338,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mill Pond Solar Farm, LLC",61196,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mill Pond Solar, LLC",62328,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mill Run Windpower LLC",55805,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mill Seat Renewable Energy Facility",61012,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Millbrook School",59789,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Millbury Solar",58280,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Millcreek Power Generation",56253,"UT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Millennium Power",55079,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Millers Ferry",38,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Millersville LFG",58246,"MD","IPP Non-CHP","IC","LFG","Landfill Gas"
"Millican Solar Energy LLC",63050,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milligan 1 Wind Farm",64377,"NE","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Millikan BESS",60760,"CA","IPP Non-CHP","BA","MWH","Batteries"
"Millikan Farm",59576,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Millington Solar Farm",60560,"TN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mills Anson Farm",61093,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Millstone",566,"CT","IPP Non-CHP","ST","NUC","Nuclear"
"Millville City Sewer Auth WTP",58822,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Millville Hydro Station",6546,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milner Butte LFGE",63755,"ID","Commercial Non-CHP","IC","LFG","Landfill Gas"
"Milner Dam Wind Park LLC",56437,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Milner Hydro",7190,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Milo PV - BD Solar 1 LLC",63894,"ME","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milo Solar",58739,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Milo Wind Project LLC",59838,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Milstead",54872,"GA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milton",3717,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Milton Hydro",10519,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milton R Young",2823,"ND","Electric Utility","ST","RC","Conventional Steam Coal"
"Minco Wind I, LLC",57590,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minco Wind II, LLC",57956,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minco Wind III, LLC",58203,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minco Wind IV, LLC",61836,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minden Wind Park",57852,"MI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Mine Falls Generating Station",10183,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Minetto",2586,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Minidoka",6398,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Minisink CSG",64577,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Minisink Community Solar 2 LLC",62146,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Minisink Solar 1 LLC",62145,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mink Creek Hydro",10325,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Minke Solar",63465,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MinnDakota Wind LLC",56459,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minneapolis City of",1307,"KS","Electric Utility","IC","DFO, NG","Multiple"
"Minnesota Breeze LLC",56587,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minnesota River",7844,"MN","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Minnie Solar",58740,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Minonk Wind Farm",57284,"IL","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minot Wind Project",55995,"ND","Electric Utility","WT","WND","Onshore Wind Turbine"
"Mint Farm Generating Station",55700,"WA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Minuteman Energy Storage",62644,"MA","IPP Non-CHP","BA","MWH","Batteries"
"Minwind",56002,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minwind 3-9",56123,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mio",1714,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mira Loma",58698,"CA","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Mira Loma Energy Storage Facility",60661,"CA","Electric Utility","BA","MWH","Batteries"
"Mira Loma Peaker",56473,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Miramar Energy Facility",56232,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Misae Solar",62249,"TX","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Misenheimer Farm",59577,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mission",2746,"NC","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mission College Blvd. Fuel Cell",62697,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Mission Solar LLC",59267,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mississippi Baptist Medical Center",54203,"MS","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Missouri River Wastewater Treatment",55033,"NE","Commercial CHP","IC","OBG","Other Waste Biomass"
"Mitchell (WV)",3948,"WV","Electric Utility","ST","BIT","Conventional Steam Coal"
"Mitchell Dam",17,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mitchell Solar, LLC",59411,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moapa Southern Paiute",57859,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
