data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8914446,804,UKR53103,53103,"09 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,1,"24 Channel; Unian; Segodnya",National,"On 9 March 2022, Russian air force conducted air strikes at the 2nd maternity hospital and at the children's hospital in Mariupol. Three people, including a child, were killed, 17 wounded. Another pregnant woman and her child died later in a hospital.",5,1647984300,UKR
8915799,804,UKR53105,53105,"09 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,"Donetsk - Kuibyshivskyi",48.0233,37.7276,1,"DPR Armed Forces Press Service",Other,"On 9 March 2022, Ukrainian forces fired artillery, mortars, and small arms at the positions of the Donetsk People's Militia in Donetsk - Kuibyshivskyi. Casualties unknown.",0,1647989254,UKR
8907571,804,UKR52973,52973,"08 March 2022",2022,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Chernihiv,Chernihivskyi,Ivanivska,Kolychivka,51.4122,31.3047,2,"Suspilne Media; ZMINA; AFP; 24 Channel",Other-National,"On 8 March 2022, an anti-personnel mine planted by the Russian military exploded under a car driven near Kolychivka (Chernihiv), killing three adults and wounding three children.",3,1647376820,UKR
8907572,804,UKR52976,52976,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Novopokpovska,Hryhorivka,48.0152,34.758,1,"24 Channel; Suspilne Media",National,"On 8 March 2022, Russian forces fired a missile at the stadium of a school in Hryhorivka, Dnipropetrovsk. No casualties.",0,1647376820,UKR
8907573,804,UKR53001,53001,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-) National Guard","Azov Battalion",1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.571,2,"National Corps; 24 Channel",Other-National,"On 8 March 2022, Azov Battalion clashed with Russian forces near Mariupol. Two tanks, 2 BMP vehicles, and armoured vehicles were destroyed. Casualties unknown.",0,1647376820,UKR
8907574,804,UKR53002,53002,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)","Civilians (Ukraine)",1,18,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Mykhailivka,48.1366,37.376,2,"Novoye Vremya Ukraine; 24 Channel",National,"On 8 March 2022, Russian forces fired at Ukrainian positions near Mykhailivka, Donetsk. Two people were wounded.",0,1647376820,UKR
8907575,804,UKR53008,53008,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)","Civilians (Russia)",7,78,Europe,Ukraine,Kharkiv,Chuguivskyi,Chuhuivska,Chuhuiv,49.8359,36.688,1,"Sprotyv; AP",National-International,"On 8 March 2022, Russian air force dropped a bomb in Chuhuiv, killing two people, including a child and a Russian citizen.",2,1647376820,UKR
8907577,804,UKR53011,53011,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Kharkiv,Iziumskyi,Balakliiska,Balakliia,49.4606,36.8527,1,"Segodnya; National Corps",Other-National,"On 8 March 2022, during the night, Russian forces shelled Balakliia, Kharkiv. Casualties unknown.",0,1647376820,UKR
8907578,804,UKR53012,53012,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Iziumskyi,Donetsk,Donets,49.5082,36.5737,1,"Suspilne Media; LIGA.net; Stop Corruption; Segodnya; 24 Channel",National,"On 8 March 2022, a Russian air strike with three bombs hit a house in Donets, Kharkiv. Two people died, including a child.",2,1647376820,UKR
8907579,804,UKR53013,53013,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,"Segodnya; National Corps; Unian",Other-National,"On 8 March 2022, Russian forces shelled a hospital building in Izium, Kharkiv. Ukrainian forces responded with fire. Fatalities unknown, there were injuries.",0,1647376820,UKR
8907580,804,UKR53015,53015,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Territorial Defense Forces; Military Forces of Ukraine (2019-) National Guard",1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Derhachi,50.1066,36.1211,2,"Segodnya; Unian; Stop Corruption",National,"On 8 March 2022, Ukrainian army, as well as territorial defence forces and National Guard units, clashed with Russian forces near Derhachi, firing at the positions of the Russian artillery. Casualties unknown.",0,1647376820,UKR
8907581,804,UKR53016,53016,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"National Corps; Segodnya; LIGA.net; 24 Channel; Unian",Other-National,"On 8 March 2022, Russian forces, including Rosgvardia troops, fired artillery, grenade launchers, and conducted air strikes at the Oleksiivka, Pyatykhaty, Belgorodske shosse, Holodna Hora, Saltovka neighborhoods in Kharkiv. The 5th thermal power plant was affected. At least two civilians were killed.",2,1647376820,UKR
8907582,804,UKR53027,53027,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Kherson,Khersonskyi,Bilozepska,Bilozerka,46.6248,32.4425,2,"Unian; 24 Channel; Segodnya",National,"On 8 March 2022, Ukrainian forces fired Stinger missiles at a Russian airplane near Bilozerka, Kherson, shooting it down. One pilot died, another pilot ejected and survived.",1,1647376820,UKR
8907583,804,UKR53029,53029,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,1,"24 Channel; Unian",National,"On 8 March 2022, locals protested in Kherson against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907584,804,UKR53033,53033,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)","Military Forces of Ukraine (2019-) Air Force",1,18,Europe,Ukraine,Kyiv,Boryspilskyi,Boryspilska,Boryspil,50.3527,30.955,2,"24 Channel; Segodnya; LIGA.net; Unian",National,"On 8 March 2022, Russian forces fired three missiles at an Ukrainian military base in Boryspil, Kyiv. Two missiles were intercepted, including one by a Ukrainian fighter jet. One missile hit the base. There were injuries.",0,1647376820,UKR
8907585,804,UKR53034,53034,"08 March 2022",2022,1,"Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kyiv,Brovarskyi,Kalinovskaya,Kalynivka,50.5636,30.8229,1,"Flot 2017; 24 Channel; Segodnya",National,"Interception: On 8 March 2022, Ukrainian air defense forces shot down a Kalibr missile in Kalynivka, Kyiv. The fragments fell on a deposit and caused a fire. There were no casualties.",0,1647376820,UKR
8907586,804,UKR53043,53043,"08 March 2022",2022,1,"Violence against civilians",Attack,"Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Makariv,50.4641,29.8113,2,"Novoye Vremya Ukraine; 24 Channel",National,"On 8 March 2022, Russian forces fired at Ukrainians leaving from Makariv, Kyiv, by bus. The windows of the bus were broken. No injuries or fatalities.",0,1647376820,UKR
8907587,804,UKR53044,53044,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kyiv,Buchanskyi,Piskivska,Piskivka,50.6969,29.593,1,"24 Channel; Unian",National,"On 8 March 2022, in the evening, Russian air force conducted air strikes in Piskivka, Kyiv. The bombs affected 9 houses. One person was killed, two were wounded.",1,1647376820,UKR
8907588,804,UKR53056,53056,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Severodonetsk,48.9467,38.4914,1,"Segodnya; Novoye Vremya Ukraine; Suspilne Media; 24 Channel",National,"On 8 March 2022, Russian military shelled two times in Severodonetsk, Luhansk. At least one civilian woman was killed.",1,1647376820,UKR
8907589,804,UKR53060,53060,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Segodnya; 24 Channel",National,"On 8 March 2022, Ukrainian forces shot a helicopter down in the Mykolaiv oblast. Casualties unknown.",0,1647376820,UKR
8907590,804,UKR53062,53062,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Sumy,Okhtyrskyi,Okhtyrska,Okhtyrka,50.3104,34.8988,1,"Segodnya; Unian; 24 Channel",National,"On 8 March 2022, Russian forces shelled civilian infrastructure, including the railway station, the local shop, and the local thermal power plant, in Okhtyrka, Sumy. At least 5 persons were killed and 14 wounded.",5,1647376820,UKR
8907591,804,UKR53065,53065,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Sumy,Sumskyi,Sumska,Bytytsia,50.9999,34.9376,2,"24 Channel; Novoye Vremya; LIGA.net",National-Regional,"On 8 March 2022, Russian air force dropped two bombs in the village of Bytytsia, Sumy, and at a resort nearby, killing one person and wounding five.",1,1647376820,UKR
8907592,804,UKR53066,53066,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Military Forces of Ukraine (2019-)","Civilians (Ukraine)",1,18,Europe,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,1,"LIGA.net; DPA; Segodnya; 24 Channel; Novoye Vremya Ukraine",National-Regional,"On 8 March 2022, Russian air force dropped a bomb in Sumy, killing at least 22 people, including three children and four soldiers, and injuring around 20 people. Around 20 houses were destroyed.",22,1647376820,UKR
8907593,804,UKR53069,53069,"08 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)","Students (International)",7,,,0,70,Europe,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,1,"Unian; DPA",National-Regional,"Displacement: On 8 March 2022, around 6700 people, including 1700 international students, were evacuated through a humanitarian corridor from Sumy.",0,1647376820,UKR
8907594,804,UKR53070,53070,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Sumy,Sumskyi,Sumska,Sumy,50.9216,34.8003,2,"Novoye Vremya Ukraine; Sprotyv; Unian",National,"On 8 March 2022, Russian military fired tanks and artillery on the humanitarian corridor route near Sumy. Casualties unknown.",0,1647376820,UKR
8907595,804,UKR53071,53071,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Berdianskyi,Berdianska,Berdiansk,46.7586,36.7845,1,"24 Channel; Suspilne Media",National,"On 8 March 2022, locals protested in Berdiansk, Zaporizhia, against the Russian incursion of Ukraine. [size=no report]",0,1647376820,UKR
8907596,804,UKR53072,53072,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,"061.ua; 24 Channel",Subnational-National,"On 8 March 2022, hundreds of locals protested in Melitopol against the Russian invasion of Ukraine. [size=hundreds]",0,1647376820,UKR
8907597,804,UKR53076,53076,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Polohivskyi,Tokmatska,Tokmak,47.2552,35.7124,1,"24 Channel; Suspilne Media; Inform.zp.ua",Subnational-National,"On 8 March 2022, thousands of locals protested in Tokmak, Zaporizhia, against the Russian invasion of Ukraine. [size=thousands]",0,1647376820,UKR
8907598,804,UKR53078,53078,"08 March 2022",2022,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Zhytomyr,Korostenskyi,Malinska,Malyn,50.7723,29.2383,1,"24 Channel; Unian; AP",National-International,"On 8 March 2022, Russian air force fired missiles at houses in Malyn, Zhytomyr, killing at least 10 people and damaging seven houses.",10,1647376820,UKR
8907599,804,UKR53079,53079,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Zhytomyr,Zhytomyrskyi,Zhytomyrska,Zhytomyr,50.2649,28.6767,1,"Segodnya; Unian; Novoye Vremya Ukraine; 24 Channel",National,"On 8 March 2022, Russian forces fired missiles at houses in Korbutivka neighborhood and at the Izovat factory in Zhytomyr, damaging a building completely. One person was wounded, one was found dead the next day under the rubble.",1,1647376820,UKR
8907658,804,UKR53058,53058,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,2,061.ua,National,"On 8 March 2022, Russian forces clashed with Ukrainian forces near Mykolaiv. A Ukrainian soldier died.",1,1647376820,UKR
8907661,804,UKR53073,53073,"08 March 2022",2022,1,Battles,"Government regains territory","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Zaporizhia,Polohivskyi,Huliaipilska,Huliaipole,47.6639,36.2563,1,061.ua,Subnational,"On 8 March 2022, Ukrainian forces regained control in Huliaipole, Zaporizhia. Casualties unknown.",0,1647376820,UKR
8907669,804,UKR53074,53074,"08 March 2022",2022,1,"Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Zaporizhia,Polohivskyi,Polohivska,Polohy,47.4844,36.2536,1,061.ua,Subnational,"Looting: On 8 March 2022, Russian military looted and captured cars in Polohy, Zaporizhia.",0,1647376820,UKR
8907682,804,UKR53042,53042,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Makarivska,Makariv,50.4641,29.8113,1,"24 Channel",National,"On 8 March 2022, Ukrainian forces clashed with Russian forces in Makariv, Kyiv. Casualties unknown.",0,1647376820,UKR
8907691,804,UKR53057,53057,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Luhansk,Svativskyi,Svativska,Svatove,49.4103,38.1504,1,"24 Channel",National,"On 8 March 2022, locals protested in Svatove, Luhansk, against the Russian invasion of Ukraine, demanding the Russian soldiers leave their town. [size=no report]",0,1647376820,UKR
8907695,804,UKR53021,53021,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Henicheskyi,Novotroitska,Syvaske,46.3831,34.5412,1,"24 Channel",National,"On 8 March 2022, locals protested in Syvaske, Luhansk, against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907698,804,UKR53009,53009,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kharkiv,Chuguivskyi,Starosaltivska,"Staryi Saltiv",50.0761,36.7936,2,"24 Channel",National,"On 8 March 2022, Ukrainian forces clashed with a Russian military column on the road to Staryi Saltiv, Kharkiv. The column was captured. Casualties unknown.",0,1647376820,UKR
8907701,804,UKR53064,53064,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.6782,33.9162,2,"24 Channel",National,"On 8 March 2022, Ukrainian forces clashed with Russian military near Hlukhiv, Sumy. Casualties unknown.",0,1647376820,UKR
8907704,804,UKR53030,53030,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Khersonskyi,Oleshkivska,Oleshky,46.6184,32.7189,1,"24 Channel",National,"On 8 March 2022, locals protested in Oleshky (Kherson) against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907706,804,UKR53037,53037,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,Europe,Ukraine,Kyiv,Buchanskyi,Hostomelska,Hostomel,50.5882,30.259,2,"24 Channel",National,"On 8 March 2022, Ukrainian forces clashed with Russian forces in Hostomel, Kyiv. Casualties unknown.",0,1647376820,UKR
8907708,804,UKR53031,53031,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Skadovskyi,Holoprystanska,"Hola Prystan",46.5272,32.5242,1,"24 Channel",National,"On 8 March 2022, locals protested in Hola Prystan, Luhansk, against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907715,804,UKR53035,53035,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kyiv,Buchanskyi,Borodianska,Borodianka,50.6448,29.9201,2,"24 Channel",National,"On 8 March 2022, Ukrainian forces clashed with Russian forces near Borodianka, Kyiv. Casualties unknown.",0,1647376820,UKR
8907717,804,UKR53023,53023,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Kakhovskyi,Chaplynska,"Chervona Poliana",46.4667,33.5497,1,"24 Channel",National,"On 8 March 2022, locals protested in Chervona Poliana, Luhansk, against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907729,804,UKR53025,53025,"08 March 2022",2022,1,"Violence against civilians","Abduction/forced disappearance","Police Forces of Russia (2000-) Federal Security Service",,8,"Civilians (Ukraine)",,7,78,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,"Nova Kakhovka",46.7545,33.3486,1,"24 Channel",National,"On 8 March 2022, in the evening, Russian FSB abducted three activists in Nova Kakhovka, Kherson. The activists were involved in the organization of protests against the invasion of Ukraine.",0,1647376820,UKR
8907730,804,UKR53022,53022,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Henicheskyi,Nyzhnosirohozka,"Nyzhni Sirohozy",46.8484,34.3804,1,"24 Channel",National,"On 8 March 2022, locals protested in Nyzhni Sirohozy, Luhansk, against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907731,804,UKR53026,53026,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Kakhovskyi,Verkhnorohachytska,Berezhanka,47.4062,34.2077,1,"24 Channel",National,"On 8 March 2022, locals protested in Berezhanka, Luhansk, against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907732,804,UKR53024,53024,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Kherson,Kakhovskyi,Chaplynska,"Novyi Hai",46.4625,33.5186,1,"24 Channel",National,"On 8 March 2022, locals protested in Novyi Hai, Luhansk, against the Russian invasion of Ukraine. [size=no report]",0,1647376820,UKR
8907738,804,UKR53028,53028,"08 March 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,Europe,Ukraine,Kherson,Khersonskyi,Hersonska,Kherson,46.6558,32.6178,2,"24 Channel",National,"On 8 March 2022, Ukrainian forces clashed with Russian forces near Kherson, destroying a C-300 missile system. Casualties unknown.",0,1647376820,UKR
8907741,804,UKR53052,53052,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Luhansk,Sievierodonetskyi,Kreminska,Kreminna,49.0495,38.2179,1,"24 Channel",National,"On 8 March 2022, Russian forces shelled buildings in Kreminna, Luhansk. Casualties unknown.",0,1647376820,UKR
8907762,804,UKR52997,52997,"08 March 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Donetsk,Kramatorskyi,Kramatorska,Kramatorsk,48.7306,37.5816,1,"24 Channel",National,"On 8 March 2022, locals protested in Kramatorsk, Donetsk, against the Russian incursion of Ukraine, demanding that NATO establish a no-fly zone. [size=no report]",0,1647376820,UKR
8907766,804,UKR53055,53055,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,,,0,80,Europe,Ukraine,Luhansk,Sievierodonetskyi,Sievierodonetska,Metolkine,48.9295,38.5549,1,"24 Channel",National,"On 8 March 2022, Russian forces shelled in Metolkine, Luhansk. Casualties unknown.",0,1647376820,UKR
8907893,804,UKR53040,53040,"08 March 2022",2022,1,"Strategic developments",Other,"Civilians (Ukraine)",,7,,,0,70,Europe,Ukraine,Kyiv,Buchanskyi,Irpinska,Irpin,50.5218,30.2506,2,DPA,Regional,"Displacement: On 8 March 2022, around 3000 people were evacuated from Irpin (Kyiv).",0,1647376820,UKR
8907902,804,UKR53004,53004,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Vasylivka,48.1716,37.8597,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Vasylivka, Donetsk. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907904,804,UKR52988,52988,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Holmivskyi,48.4046,38.0817,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Holmivskyi, Donetsk. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907906,804,UKR52993,52993,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shakhta imeni Gagarina",48.3435,37.942,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Shakhta imeni Gagarina, Donetsk. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907909,804,UKR52994,52994,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shyroka Balka",48.3034,37.9305,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Shyroka Balka, Donetsk. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907918,804,UKR52995,52995,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Dokuchaevsk,47.7492,37.6777,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Dokuchaevsk, Donetsk. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907920,804,UKR52992,52992,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Ozeryanivka,48.2737,37.9725,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Ozeryanivka, Donetsk. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907921,804,UKR52989,52989,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,2,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia near Horlivka, Donetsk. Residential buildings and a pipeline were damaged. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
8907938,804,UKR52981,52981,"08 March 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Donetskyi,Donetska,"Donetsk - Kyivskyi",47.9857,37.8625,1,"DPR Armed Forces Press Service",Other,"On 8 March 2022, Ukrainian forces fired artillery and mortarts at the positions of the Donetsk People's Militia in Donetsk - Kyivskyi. During the day, seven civilians were wounded at unspecified locations in Donetsk region.",0,1647376820,UKR
